dt,AverageTemperature,MaxTemperature,MinTemperature
1988-11-01,26.17,30.17,22.17
1988-11-02,26.26,30.26,22.26
1988-11-03,24.13,28.13,20.13
1988-11-04,26.01,30.01,22.01
1988-11-05,26.77,30.77,22.77
1988-11-06,24.3,28.3,20.3
1988-11-07,26.39,30.39,22.39
1988-11-08,25.9,29.9,21.9
1988-11-09,27.18,31.18,23.18
1988-11-10,24.4,28.4,20.4
1988-11-11,23.98,27.98,19.98
1988-11-12,24.61,28.61,20.61
1988-11-13,24.39,28.39,20.39
1988-11-14,26.39,30.39,22.39
1988-11-15,26.29,30.29,22.29
1988-11-16,26.04,30.04,22.04
1988-11-17,24.23,28.23,20.23
1988-11-18,26.81,30.81,22.81
1988-11-19,27.19,31.19,23.19
1988-11-20,25.49,29.49,21.49
1988-11-21,25.96,29.96,21.96
1988-11-22,25.36,29.36,21.36
1988-11-23,24.49,28.49,20.49
1988-11-24,24.5,28.5,20.5
1988-11-25,24.61,28.61,20.61
1988-11-26,24.12,28.12,20.12
1988-11-27,26.97,30.97,22.97
1988-11-28,26.79,30.79,22.79
1988-11-29,25.21,29.21,21.21
1988-11-30,24.83,28.83,20.83
1988-12-01,26.8,30.8,22.8
1988-12-02,23.93,27.93,19.93
1988-12-03,25.25,29.25,21.25
1988-12-04,23.26,27.26,19.26
1988-12-05,23.8,27.8,19.8
1988-12-06,25.46,29.46,21.46
1988-12-07,25.69,29.69,21.69
1988-12-08,25.36,29.36,21.36
1988-12-09,26.52,30.52,22.52
1988-12-10,27.01,31.01,23.01
1988-12-11,26.1,30.1,22.1
1988-12-12,24.9,28.9,20.9
1988-12-13,26.38,30.38,22.38
1988-12-14,23.52,27.52,19.52
1988-12-15,25.77,29.77,21.77
1988-12-16,25.11,29.11,21.11
1988-12-17,23.75,27.75,19.75
1988-12-18,26.93,30.93,22.93
1988-12-19,24.39,28.39,20.39
1988-12-20,25.5,29.5,21.5
1988-12-21,26.55,30.55,22.55
1988-12-22,25.07,29.07,21.07
1988-12-23,23.5,27.5,19.5
1988-12-24,26.31,30.31,22.31
1988-12-25,24.45,28.45,20.45
1988-12-26,26.97,30.97,22.97
1988-12-27,26.58,30.58,22.58
1988-12-28,26.45,30.45,22.45
1988-12-29,24.47,28.47,20.47
1988-12-30,26.07,30.07,22.07
1988-12-31,26.99,30.99,22.99
1989-01-01,25.81,29.81,21.81
1989-01-02,25.58,29.58,21.58
1989-01-03,23.76,27.76,19.76
1989-01-04,26.5,30.5,22.5
1989-01-05,27.13,31.13,23.13
1989-01-06,24.69,28.69,20.69
1989-01-07,24.96,28.96,20.96
1989-01-08,25.7,29.7,21.7
1989-01-09,23.99,27.99,19.99
1989-01-10,24.06,28.06,20.06
1989-01-11,25.38,29.38,21.38
1989-01-12,24.74,28.74,20.74
1989-01-13,25.32,29.32,21.32
1989-01-14,25.52,29.52,21.52
1989-01-15,27.61,31.61,23.61
1989-01-16,27.48,31.48,23.48
1989-01-17,24.26,28.26,20.26
1989-01-18,27.23,31.23,23.23
1989-01-19,24.02,28.02,20.02
1989-01-20,25.73,29.73,21.73
1989-01-21,24.36,28.36,20.36
1989-01-22,25.16,29.16,21.16
1989-01-23,26.67,30.67,22.67
1989-01-24,25.4,29.4,21.4
1989-01-25,26.93,30.93,22.93
1989-01-26,26.58,30.58,22.58
1989-01-27,27.47,31.47,23.47
1989-01-28,25.84,29.84,21.84
1989-01-29,26.91,30.91,22.91
1989-01-30,24.99,28.99,20.99
1989-01-31,25.08,29.08,21.08
1989-02-01,25.17,29.17,21.17
1989-02-02,25.21,29.21,21.21
1989-02-03,23.98,27.98,19.98
1989-02-04,25.65,29.65,21.65
1989-02-05,23.96,27.96,19.96
1989-02-06,27.13,31.13,23.13
1989-02-07,23.82,27.82,19.82
1989-02-08,25.37,29.37,21.37
1989-02-09,24.71,28.71,20.71
1989-02-10,24.19,28.19,20.19
1989-02-11,26.71,30.71,22.71
1989-02-12,26.43,30.43,22.43
1989-02-13,24.15,28.15,20.15
1989-02-14,26.1,30.1,22.1
1989-02-15,26.74,30.74,22.74
1989-02-16,26.66,30.66,22.66
1989-02-17,23.94,27.94,19.94
1989-02-18,26.31,30.31,22.31
1989-02-19,26.43,30.43,22.43
1989-02-20,27.02,31.02,23.02
1989-02-21,25.6,29.6,21.6
1989-02-22,25.41,29.41,21.41
1989-02-23,27.43,31.43,23.43
1989-02-24,26.76,30.76,22.76
1989-02-25,25.8,29.8,21.8
1989-02-26,24.89,28.89,20.89
1989-02-27,26.95,30.95,22.95
1989-02-28,25.39,29.39,21.39
1989-03-01,24.32,28.32,20.32
1989-03-02,25.77,29.77,21.77
1989-03-03,27.44,31.44,23.44
1989-03-04,25.74,29.74,21.74
1989-03-05,24.01,28.01,20.01
1989-03-06,26.4,30.4,22.4
1989-03-07,27.93,31.93,23.93
1989-03-08,27.22,31.22,23.22
1989-03-09,26.42,30.42,22.42
1989-03-10,27.61,31.61,23.61
1989-03-11,27.2,31.2,23.2
1989-03-12,25.94,29.94,21.94
1989-03-13,26.31,30.31,22.31
1989-03-14,26.88,30.88,22.88
1989-03-15,27.34,31.34,23.34
1989-03-16,24.18,28.18,20.18
1989-03-17,27.05,31.05,23.05
1989-03-18,25.74,29.74,21.74
1989-03-19,26.59,30.59,22.59
1989-03-20,27.01,31.01,23.01
1989-03-21,26.11,30.11,22.11
1989-03-22,24.58,28.58,20.58
1989-03-23,25.59,29.59,21.59
1989-03-24,24.26,28.26,20.26
1989-03-25,26.71,30.71,22.71
1989-03-26,27.76,31.76,23.76
1989-03-27,27.13,31.13,23.13
1989-03-28,25.51,29.51,21.51
1989-03-29,26.29,30.29,22.29
1989-03-30,25.17,29.17,21.17
1989-03-31,26.11,30.11,22.11
1989-04-01,26.32,30.32,22.32
1989-04-02,28.07,32.07,24.07
1989-04-03,26.16,30.16,22.16
1989-04-04,28.98,32.980000000000004,24.98
1989-04-05,27.77,31.77,23.77
1989-04-06,25.4,29.4,21.4
1989-04-07,25.16,29.16,21.16
1989-04-08,29.11,33.11,25.11
1989-04-09,26.0,30.0,22.0
1989-04-10,26.37,30.37,22.37
1989-04-11,25.95,29.95,21.95
1989-04-12,28.83,32.83,24.83
1989-04-13,27.73,31.73,23.73
1989-04-14,27.14,31.14,23.14
1989-04-15,27.35,31.35,23.35
1989-04-16,26.39,30.39,22.39
1989-04-17,27.58,31.58,23.58
1989-04-18,26.8,30.8,22.8
1989-04-19,25.92,29.92,21.92
1989-04-20,27.75,31.75,23.75
1989-04-21,26.62,30.62,22.62
1989-04-22,28.26,32.260000000000005,24.26
1989-04-23,26.78,30.78,22.78
1989-04-24,27.15,31.15,23.15
1989-04-25,28.27,32.269999999999996,24.27
1989-04-26,26.91,30.91,22.91
1989-04-27,28.98,32.980000000000004,24.98
1989-04-28,28.29,32.29,24.29
1989-04-29,28.43,32.43,24.43
1989-04-30,28.94,32.94,24.94
1989-05-01,26.34,30.34,22.34
1989-05-02,27.1,31.1,23.1
1989-05-03,27.55,31.55,23.55
1989-05-04,27.47,31.47,23.47
1989-05-05,28.59,32.59,24.59
1989-05-06,25.93,29.93,21.93
1989-05-07,25.95,29.95,21.95
1989-05-08,28.45,32.45,24.45
1989-05-09,27.98,31.98,23.98
1989-05-10,25.59,29.59,21.59
1989-05-11,27.06,31.06,23.06
1989-05-12,27.76,31.76,23.76
1989-05-13,26.19,30.19,22.19
1989-05-14,26.52,30.52,22.52
1989-05-15,27.08,31.08,23.08
1989-05-16,26.65,30.65,22.65
1989-05-17,27.79,31.79,23.79
1989-05-18,24.8,28.8,20.8
1989-05-19,26.52,30.52,22.52
1989-05-20,26.13,30.13,22.13
1989-05-21,27.22,31.22,23.22
1989-05-22,27.88,31.88,23.88
1989-05-23,25.08,29.08,21.08
1989-05-24,25.41,29.41,21.41
1989-05-25,27.44,31.44,23.44
1989-05-26,27.73,31.73,23.73
1989-05-27,27.13,31.13,23.13
1989-05-28,28.71,32.71,24.71
1989-05-29,26.78,30.78,22.78
1989-05-30,25.33,29.33,21.33
1989-05-31,27.53,31.53,23.53
1989-06-01,26.2,30.2,22.2
1989-06-02,26.15,30.15,22.15
1989-06-03,25.97,29.97,21.97
1989-06-04,27.55,31.55,23.55
1989-06-05,24.31,28.31,20.31
1989-06-06,24.08,28.08,20.08
1989-06-07,24.41,28.41,20.41
1989-06-08,24.77,28.77,20.77
1989-06-09,26.16,30.16,22.16
1989-06-10,26.24,30.24,22.24
1989-06-11,24.72,28.72,20.72
1989-06-12,25.75,29.75,21.75
1989-06-13,25.72,29.72,21.72
1989-06-14,25.6,29.6,21.6
1989-06-15,27.0,31.0,23.0
1989-06-16,25.68,29.68,21.68
1989-06-17,26.82,30.82,22.82
1989-06-18,24.46,28.46,20.46
1989-06-19,25.92,29.92,21.92
1989-06-20,27.09,31.09,23.09
1989-06-21,24.5,28.5,20.5
1989-06-22,25.65,29.65,21.65
1989-06-23,26.23,30.23,22.23
1989-06-24,24.53,28.53,20.53
1989-06-25,26.82,30.82,22.82
1989-06-26,24.11,28.11,20.11
1989-06-27,27.58,31.58,23.58
1989-06-28,25.66,29.66,21.66
1989-06-29,25.13,29.13,21.13
1989-06-30,24.26,28.26,20.26
1989-07-01,25.62,29.62,21.62
1989-07-02,26.53,30.53,22.53
1989-07-03,24.27,28.27,20.27
1989-07-04,25.12,29.12,21.12
1989-07-05,27.23,31.23,23.23
1989-07-06,26.47,30.47,22.47
1989-07-07,24.72,28.72,20.72
1989-07-08,24.53,28.53,20.53
1989-07-09,27.51,31.51,23.51
1989-07-10,25.04,29.04,21.04
1989-07-11,24.61,28.61,20.61
1989-07-12,27.89,31.89,23.89
1989-07-13,25.13,29.13,21.13
1989-07-14,24.39,28.39,20.39
1989-07-15,25.74,29.74,21.74
1989-07-16,25.63,29.63,21.63
1989-07-17,27.6,31.6,23.6
1989-07-18,24.43,28.43,20.43
1989-07-19,24.25,28.25,20.25
1989-07-20,24.26,28.26,20.26
1989-07-21,27.51,31.51,23.51
1989-07-22,25.69,29.69,21.69
1989-07-23,24.49,28.49,20.49
1989-07-24,26.27,30.27,22.27
1989-07-25,26.04,30.04,22.04
1989-07-26,24.68,28.68,20.68
1989-07-27,26.3,30.3,22.3
1989-07-28,25.25,29.25,21.25
1989-07-29,24.84,28.84,20.84
1989-07-30,25.93,29.93,21.93
1989-07-31,25.06,29.06,21.06
1989-08-01,24.58,28.58,20.58
1989-08-02,27.21,31.21,23.21
1989-08-03,24.31,28.31,20.31
1989-08-04,24.81,28.81,20.81
1989-08-05,25.23,29.23,21.23
1989-08-06,24.78,28.78,20.78
1989-08-07,24.53,28.53,20.53
1989-08-08,26.77,30.77,22.77
1989-08-09,25.01,29.01,21.01
1989-08-10,24.14,28.14,20.14
1989-08-11,25.85,29.85,21.85
1989-08-12,24.19,28.19,20.19
1989-08-13,25.12,29.12,21.12
1989-08-14,27.22,31.22,23.22
1989-08-15,25.17,29.17,21.17
1989-08-16,26.22,30.22,22.22
1989-08-17,25.75,29.75,21.75
1989-08-18,24.24,28.24,20.24
1989-08-19,26.29,30.29,22.29
1989-08-20,27.11,31.11,23.11
1989-08-21,24.06,28.06,20.06
1989-08-22,26.7,30.7,22.7
1989-08-23,26.45,30.45,22.45
1989-08-24,27.16,31.16,23.16
1989-08-25,24.11,28.11,20.11
1989-08-26,24.91,28.91,20.91
1989-08-27,26.47,30.47,22.47
1989-08-28,23.78,27.78,19.78
1989-08-29,26.63,30.63,22.63
1989-08-30,27.12,31.12,23.12
1989-08-31,25.5,29.5,21.5
1989-09-01,24.74,28.74,20.74
1989-09-02,24.11,28.11,20.11
1989-09-03,23.02,27.02,19.02
1989-09-04,23.75,27.75,19.75
1989-09-05,26.92,30.92,22.92
1989-09-06,26.47,30.47,22.47
1989-09-07,24.07,28.07,20.07
1989-09-08,26.85,30.85,22.85
1989-09-09,24.47,28.47,20.47
1989-09-10,24.19,28.19,20.19
1989-09-11,23.61,27.61,19.61
1989-09-12,26.61,30.61,22.61
1989-09-13,26.95,30.95,22.95
1989-09-14,24.31,28.31,20.31
1989-09-15,25.81,29.81,21.81
1989-09-16,24.34,28.34,20.34
1989-09-17,23.42,27.42,19.42
1989-09-18,24.57,28.57,20.57
1989-09-19,25.21,29.21,21.21
1989-09-20,23.49,27.49,19.49
1989-09-21,26.27,30.27,22.27
1989-09-22,24.99,28.99,20.99
1989-09-23,23.94,27.94,19.94
1989-09-24,25.37,29.37,21.37
1989-09-25,26.17,30.17,22.17
1989-09-26,24.31,28.31,20.31
1989-09-27,25.81,29.81,21.81
1989-09-28,24.71,28.71,20.71
1989-09-29,26.86,30.86,22.86
1989-09-30,26.08,30.08,22.08
1989-10-01,24.66,28.66,20.66
1989-10-02,23.3,27.3,19.3
1989-10-03,25.86,29.86,21.86
1989-10-04,24.02,28.02,20.02
1989-10-05,23.72,27.72,19.72
1989-10-06,26.96,30.96,22.96
1989-10-07,27.23,31.23,23.23
1989-10-08,24.31,28.31,20.31
1989-10-09,24.44,28.44,20.44
1989-10-10,23.89,27.89,19.89
1989-10-11,25.06,29.06,21.06
1989-10-12,26.69,30.69,22.69
1989-10-13,26.04,30.04,22.04
1989-10-14,26.62,30.62,22.62
1989-10-15,24.14,28.14,20.14
1989-10-16,26.15,30.15,22.15
1989-10-17,26.9,30.9,22.9
1989-10-18,24.36,28.36,20.36
1989-10-19,25.99,29.99,21.99
1989-10-20,24.83,28.83,20.83
1989-10-21,24.39,28.39,20.39
1989-10-22,27.11,31.11,23.11
1989-10-23,24.62,28.62,20.62
1989-10-24,23.66,27.66,19.66
1989-10-25,24.78,28.78,20.78
1989-10-26,25.02,29.02,21.02
1989-10-27,26.24,30.24,22.24
1989-10-28,27.03,31.03,23.03
1989-10-29,26.5,30.5,22.5
1989-10-30,26.95,30.95,22.95
1989-10-31,25.13,29.13,21.13
1989-11-01,26.34,30.34,22.34
1989-11-02,24.7,28.7,20.7
1989-11-03,23.74,27.74,19.74
1989-11-04,24.92,28.92,20.92
1989-11-05,26.25,30.25,22.25
1989-11-06,24.56,28.56,20.56
1989-11-07,26.91,30.91,22.91
1989-11-08,26.62,30.62,22.62
1989-11-09,24.24,28.24,20.24
1989-11-10,24.78,28.78,20.78
1989-11-11,26.76,30.76,22.76
1989-11-12,24.44,28.44,20.44
1989-11-13,24.79,28.79,20.79
1989-11-14,24.83,28.83,20.83
1989-11-15,26.66,30.66,22.66
1989-11-16,23.61,27.61,19.61
1989-11-17,23.76,27.76,19.76
1989-11-18,25.77,29.77,21.77
1989-11-19,25.05,29.05,21.05
1989-11-20,25.99,29.99,21.99
1989-11-21,24.53,28.53,20.53
1989-11-22,27.1,31.1,23.1
1989-11-23,26.5,30.5,22.5
1989-11-24,23.73,27.73,19.73
1989-11-25,26.6,30.6,22.6
1989-11-26,27.34,31.34,23.34
1989-11-27,27.23,31.23,23.23
1989-11-28,26.4,30.4,22.4
1989-11-29,23.95,27.95,19.95
1989-11-30,25.76,29.76,21.76
1989-12-01,24.3,28.3,20.3
1989-12-02,27.04,31.04,23.04
1989-12-03,26.03,30.03,22.03
1989-12-04,25.6,29.6,21.6
1989-12-05,25.94,29.94,21.94
1989-12-06,24.91,28.91,20.91
1989-12-07,24.65,28.65,20.65
1989-12-08,26.9,30.9,22.9
1989-12-09,24.49,28.49,20.49
1989-12-10,23.33,27.33,19.33
1989-12-11,24.76,28.76,20.76
1989-12-12,26.32,30.32,22.32
1989-12-13,25.75,29.75,21.75
1989-12-14,27.01,31.01,23.01
1989-12-15,23.58,27.58,19.58
1989-12-16,26.81,30.81,22.81
1989-12-17,24.64,28.64,20.64
1989-12-18,25.06,29.06,21.06
1989-12-19,24.87,28.87,20.87
1989-12-20,23.63,27.63,19.63
1989-12-21,24.15,28.15,20.15
1989-12-22,26.13,30.13,22.13
1989-12-23,23.25,27.25,19.25
1989-12-24,23.7,27.7,19.7
1989-12-25,23.26,27.26,19.26
1989-12-26,26.59,30.59,22.59
1989-12-27,25.63,29.63,21.63
1989-12-28,23.84,27.84,19.84
1989-12-29,26.24,30.24,22.24
1989-12-30,27.03,31.03,23.03
1989-12-31,26.9,30.9,22.9
1990-01-01,27.63,31.63,23.63
1990-01-02,23.97,27.97,19.97
1990-01-03,26.3,30.3,22.3
1990-01-04,24.97,28.97,20.97
1990-01-05,26.2,30.2,22.2
1990-01-06,25.21,29.21,21.21
1990-01-07,24.55,28.55,20.55
1990-01-08,25.72,29.72,21.72
1990-01-09,25.92,29.92,21.92
1990-01-10,27.9,31.9,23.9
1990-01-11,24.11,28.11,20.11
1990-01-12,25.14,29.14,21.14
1990-01-13,27.35,31.35,23.35
1990-01-14,26.58,30.58,22.58
1990-01-15,27.25,31.25,23.25
1990-01-16,26.58,30.58,22.58
1990-01-17,26.98,30.98,22.98
1990-01-18,25.91,29.91,21.91
1990-01-19,24.76,28.76,20.76
1990-01-20,27.18,31.18,23.18
1990-01-21,26.21,30.21,22.21
1990-01-22,24.5,28.5,20.5
1990-01-23,27.16,31.16,23.16
1990-01-24,27.77,31.77,23.77
1990-01-25,25.32,29.32,21.32
1990-01-26,25.11,29.11,21.11
1990-01-27,24.27,28.27,20.27
1990-01-28,26.6,30.6,22.6
1990-01-29,27.78,31.78,23.78
1990-01-30,24.48,28.48,20.48
1990-01-31,25.88,29.88,21.88
1990-02-01,24.61,28.61,20.61
1990-02-02,24.36,28.36,20.36
1990-02-03,26.88,30.88,22.88
1990-02-04,27.69,31.69,23.69
1990-02-05,25.57,29.57,21.57
1990-02-06,27.72,31.72,23.72
1990-02-07,24.69,28.69,20.69
1990-02-08,25.17,29.17,21.17
1990-02-09,27.83,31.83,23.83
1990-02-10,26.25,30.25,22.25
1990-02-11,26.65,30.65,22.65
1990-02-12,24.37,28.37,20.37
1990-02-13,24.73,28.73,20.73
1990-02-14,24.44,28.44,20.44
1990-02-15,27.84,31.84,23.84
1990-02-16,24.76,28.76,20.76
1990-02-17,27.62,31.62,23.62
1990-02-18,25.62,29.62,21.62
1990-02-19,27.42,31.42,23.42
1990-02-20,25.68,29.68,21.68
1990-02-21,25.29,29.29,21.29
1990-02-22,24.59,28.59,20.59
1990-02-23,25.34,29.34,21.34
1990-02-24,26.11,30.11,22.11
1990-02-25,27.49,31.49,23.49
1990-02-26,26.03,30.03,22.03
1990-02-27,28.11,32.11,24.11
1990-02-28,26.39,30.39,22.39
1990-03-01,25.38,29.38,21.38
1990-03-02,26.94,30.94,22.94
1990-03-03,28.04,32.04,24.04
1990-03-04,26.22,30.22,22.22
1990-03-05,28.07,32.07,24.07
1990-03-06,27.29,31.29,23.29
1990-03-07,25.38,29.38,21.38
1990-03-08,28.38,32.379999999999995,24.38
1990-03-09,27.52,31.52,23.52
1990-03-10,25.61,29.61,21.61
1990-03-11,27.18,31.18,23.18
1990-03-12,26.43,30.43,22.43
1990-03-13,28.8,32.8,24.8
1990-03-14,26.42,30.42,22.42
1990-03-15,29.05,33.05,25.05
1990-03-16,27.46,31.46,23.46
1990-03-17,26.57,30.57,22.57
1990-03-18,28.53,32.53,24.53
1990-03-19,28.07,32.07,24.07
1990-03-20,26.94,30.94,22.94
1990-03-21,27.8,31.8,23.8
1990-03-22,28.39,32.39,24.39
1990-03-23,28.69,32.69,24.69
1990-03-24,28.55,32.55,24.55
1990-03-25,25.94,29.94,21.94
1990-03-26,28.59,32.59,24.59
1990-03-27,25.51,29.51,21.51
1990-03-28,26.08,30.08,22.08
1990-03-29,27.77,31.77,23.77
1990-03-30,25.74,29.74,21.74
1990-03-31,27.69,31.69,23.69
1990-04-01,26.81,30.81,22.81
1990-04-02,27.3,31.3,23.3
1990-04-03,26.84,30.84,22.84
1990-04-04,25.86,29.86,21.86
1990-04-05,27.58,31.58,23.58
1990-04-06,29.43,33.43,25.43
1990-04-07,28.03,32.03,24.03
1990-04-08,26.78,30.78,22.78
1990-04-09,29.4,33.4,25.4
1990-04-10,27.14,31.14,23.14
1990-04-11,28.37,32.370000000000005,24.37
1990-04-12,28.12,32.120000000000005,24.12
1990-04-13,29.39,33.39,25.39
1990-04-14,29.24,33.239999999999995,25.24
1990-04-15,26.17,30.17,22.17
1990-04-16,25.92,29.92,21.92
1990-04-17,28.82,32.82,24.82
1990-04-18,29.2,33.2,25.2
1990-04-19,27.55,31.55,23.55
1990-04-20,28.34,32.34,24.34
1990-04-21,25.86,29.86,21.86
1990-04-22,26.46,30.46,22.46
1990-04-23,26.18,30.18,22.18
1990-04-24,27.98,31.98,23.98
1990-04-25,26.37,30.37,22.37
1990-04-26,25.82,29.82,21.82
1990-04-27,26.79,30.79,22.79
1990-04-28,28.29,32.29,24.29
1990-04-29,27.89,31.89,23.89
1990-04-30,26.9,30.9,22.9
1990-05-01,28.41,32.41,24.41
1990-05-02,26.19,30.19,22.19
1990-05-03,26.12,30.12,22.12
1990-05-04,27.32,31.32,23.32
1990-05-05,26.99,30.99,22.99
1990-05-06,26.86,30.86,22.86
1990-05-07,25.7,29.7,21.7
1990-05-08,27.1,31.1,23.1
1990-05-09,26.12,30.12,22.12
1990-05-10,26.65,30.65,22.65
1990-05-11,28.01,32.010000000000005,24.01
1990-05-12,28.83,32.83,24.83
1990-05-13,28.18,32.18,24.18
1990-05-14,26.7,30.7,22.7
1990-05-15,27.45,31.45,23.45
1990-05-16,28.07,32.07,24.07
1990-05-17,26.74,30.74,22.74
1990-05-18,26.52,30.52,22.52
1990-05-19,25.62,29.62,21.62
1990-05-20,28.03,32.03,24.03
1990-05-21,28.43,32.43,24.43
1990-05-22,26.35,30.35,22.35
1990-05-23,28.21,32.21,24.21
1990-05-24,27.52,31.52,23.52
1990-05-25,28.22,32.22,24.22
1990-05-26,26.73,30.73,22.73
1990-05-27,28.07,32.07,24.07
1990-05-28,26.71,30.71,22.71
1990-05-29,25.44,29.44,21.44
1990-05-30,27.28,31.28,23.28
1990-05-31,26.9,30.9,22.9
1990-06-01,25.68,29.68,21.68
1990-06-02,28.24,32.239999999999995,24.24
1990-06-03,26.2,30.2,22.2
1990-06-04,24.83,28.83,20.83
1990-06-05,26.2,30.2,22.2
1990-06-06,26.37,30.37,22.37
1990-06-07,28.12,32.120000000000005,24.12
1990-06-08,27.87,31.87,23.87
1990-06-09,25.47,29.47,21.47
1990-06-10,28.03,32.03,24.03
1990-06-11,25.66,29.66,21.66
1990-06-12,26.04,30.04,22.04
1990-06-13,24.98,28.98,20.98
1990-06-14,24.89,28.89,20.89
1990-06-15,27.39,31.39,23.39
1990-06-16,28.36,32.36,24.36
1990-06-17,26.64,30.64,22.64
1990-06-18,28.05,32.05,24.05
1990-06-19,27.85,31.85,23.85
1990-06-20,27.33,31.33,23.33
1990-06-21,28.58,32.58,24.58
1990-06-22,27.88,31.88,23.88
1990-06-23,25.77,29.77,21.77
1990-06-24,27.83,31.83,23.83
1990-06-25,27.44,31.44,23.44
1990-06-26,26.27,30.27,22.27
1990-06-27,24.98,28.98,20.98
1990-06-28,25.53,29.53,21.53
1990-06-29,27.86,31.86,23.86
1990-06-30,25.66,29.66,21.66
1990-07-01,28.07,32.07,24.07
1990-07-02,26.86,30.86,22.86
1990-07-03,25.99,29.99,21.99
1990-07-04,26.36,30.36,22.36
1990-07-05,26.52,30.52,22.52
1990-07-06,27.96,31.96,23.96
1990-07-07,24.73,28.73,20.73
1990-07-08,25.17,29.17,21.17
1990-07-09,26.92,30.92,22.92
1990-07-10,25.04,29.04,21.04
1990-07-11,27.57,31.57,23.57
1990-07-12,25.47,29.47,21.47
1990-07-13,24.8,28.8,20.8
1990-07-14,24.27,28.27,20.27
1990-07-15,26.46,30.46,22.46
1990-07-16,27.38,31.38,23.38
1990-07-17,25.18,29.18,21.18
1990-07-18,27.75,31.75,23.75
1990-07-19,27.11,31.11,23.11
1990-07-20,24.33,28.33,20.33
1990-07-21,26.37,30.37,22.37
1990-07-22,26.35,30.35,22.35
1990-07-23,24.89,28.89,20.89
1990-07-24,25.42,29.42,21.42
1990-07-25,25.91,29.91,21.91
1990-07-26,24.27,28.27,20.27
1990-07-27,24.68,28.68,20.68
1990-07-28,24.74,28.74,20.74
1990-07-29,25.6,29.6,21.6
1990-07-30,27.07,31.07,23.07
1990-07-31,27.41,31.41,23.41
1990-08-01,24.86,28.86,20.86
1990-08-02,27.22,31.22,23.22
1990-08-03,26.89,30.89,22.89
1990-08-04,27.77,31.77,23.77
1990-08-05,28.09,32.09,24.09
1990-08-06,24.71,28.71,20.71
1990-08-07,24.53,28.53,20.53
1990-08-08,27.41,31.41,23.41
1990-08-09,24.86,28.86,20.86
1990-08-10,24.99,28.99,20.99
1990-08-11,27.74,31.74,23.74
1990-08-12,27.97,31.97,23.97
1990-08-13,25.48,29.48,21.48
1990-08-14,27.58,31.58,23.58
1990-08-15,27.65,31.65,23.65
1990-08-16,26.63,30.63,22.63
1990-08-17,26.47,30.47,22.47
1990-08-18,26.51,30.51,22.51
1990-08-19,25.42,29.42,21.42
1990-08-20,26.69,30.69,22.69
1990-08-21,25.18,29.18,21.18
1990-08-22,24.92,28.92,20.92
1990-08-23,25.86,29.86,21.86
1990-08-24,27.03,31.03,23.03
1990-08-25,26.7,30.7,22.7
1990-08-26,28.07,32.07,24.07
1990-08-27,26.8,30.8,22.8
1990-08-28,24.78,28.78,20.78
1990-08-29,24.85,28.85,20.85
1990-08-30,24.58,28.58,20.58
1990-08-31,24.97,28.97,20.97
1990-09-01,26.35,30.35,22.35
1990-09-02,27.31,31.31,23.31
1990-09-03,27.54,31.54,23.54
1990-09-04,25.56,29.56,21.56
1990-09-05,26.19,30.19,22.19
1990-09-06,27.2,31.2,23.2
1990-09-07,25.21,29.21,21.21
1990-09-08,26.34,30.34,22.34
1990-09-09,24.66,28.66,20.66
1990-09-10,25.87,29.87,21.87
1990-09-11,24.65,28.65,20.65
1990-09-12,25.81,29.81,21.81
1990-09-13,25.55,29.55,21.55
1990-09-14,25.69,29.69,21.69
1990-09-15,24.93,28.93,20.93
1990-09-16,24.5,28.5,20.5
1990-09-17,25.06,29.06,21.06
1990-09-18,24.92,28.92,20.92
1990-09-19,26.9,30.9,22.9
1990-09-20,26.83,30.83,22.83
1990-09-21,26.3,30.3,22.3
1990-09-22,24.33,28.33,20.33
1990-09-23,26.23,30.23,22.23
1990-09-24,24.28,28.28,20.28
1990-09-25,24.03,28.03,20.03
1990-09-26,25.37,29.37,21.37
1990-09-27,24.92,28.92,20.92
1990-09-28,26.34,30.34,22.34
1990-09-29,27.67,31.67,23.67
1990-09-30,26.84,30.84,22.84
1990-10-01,26.22,30.22,22.22
1990-10-02,26.95,30.95,22.95
1990-10-03,25.69,29.69,21.69
1990-10-04,25.46,29.46,21.46
1990-10-05,25.56,29.56,21.56
1990-10-06,26.61,30.61,22.61
1990-10-07,24.7,28.7,20.7
1990-10-08,26.33,30.33,22.33
1990-10-09,25.76,29.76,21.76
1990-10-10,24.37,28.37,20.37
1990-10-11,23.2,27.2,19.2
1990-10-12,23.99,27.99,19.99
1990-10-13,25.95,29.95,21.95
1990-10-14,25.47,29.47,21.47
1990-10-15,24.25,28.25,20.25
1990-10-16,24.89,28.89,20.89
1990-10-17,25.79,29.79,21.79
1990-10-18,23.66,27.66,19.66
1990-10-19,24.88,28.88,20.88
1990-10-20,24.82,28.82,20.82
1990-10-21,25.32,29.32,21.32
1990-10-22,25.24,29.24,21.24
1990-10-23,24.62,28.62,20.62
1990-10-24,26.2,30.2,22.2
1990-10-25,23.42,27.42,19.42
1990-10-26,23.29,27.29,19.29
1990-10-27,24.83,28.83,20.83
1990-10-28,26.74,30.74,22.74
1990-10-29,24.26,28.26,20.26
1990-10-30,23.84,27.84,19.84
1990-10-31,26.86,30.86,22.86
1990-11-01,24.25,28.25,20.25
1990-11-02,25.08,29.08,21.08
1990-11-03,26.5,30.5,22.5
